"","id","completion","matched","check_manually"
"628",1166," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"629",1169," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"630",1170," Partei meine Zweitstimme gegeben.","NA",0
"631",1170," 2017 gewählt und meine Zweitstimme an die FDP gegeben.","FDP",0
"632",1170," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der [PARTY] gegeben","NA",0
"633",1172," nicht gewählt.","nicht",1
"634",1172," nicht gewählt.","nicht",1
"635",1175," mit meiner Zweitstimme gewählt.","NA",0
"636",1175," meine Zweitstimme der Partei AfD gegeben.","AfD",0
"637",1180," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU gegeben.","CDU",0
"638",1181," gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"639",1181," nicht gewählt.","nicht",1
"640",1182," gewählt.

Ich habe 2017 die Grünen gewählt.","Grünen",0
"641",1184," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.","SPD",0
"642",1184," 2017 meine Stimme der SPD gegeben.","SPD",0
"643",1196," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Grünen ge","Grünen",0
"644",1196," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"645",1200," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"646",1208," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"647",1211," 2017 gewählt und meine Zweitstimme der Partei meines Vertrauens gegeben.","NA",0
"648",1213," gewählt.

Ich habe 2017 für die Sozialdemokratische Partei Deutschlands (SP","Sozialdemokratische",0
"649",1213," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme gegeben an die Partei Die","NA",0
"650",1216," gewählt.

Meine erste Stimme gab ich der Partei, die ich unterstüt","NA",0
"651",1216," gewählt.

Ich habe bei der Bundestagswahl 2017 die CDU mit meiner Erststim","CDU",0
"652",1216," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Kleinpartei gegeben,","NA",0
"653",1216," bei der Bundestagswahl 2017 nicht gewählt.","nicht",1
"654",1220," nicht gewählt.","nicht",1
"655",1221," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt und me","NA",0
"656",1221," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me","NA",0
"657",1222," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"658",1223," nicht abgestimmt.","nicht",1
"659",1223," an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei Die Linke gegeben","Linke",0
"660",1226," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"661",1227," nicht bei der Bundestagswahl 2017 gewählt.","nicht",1
"662",1228," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"663",1229," 2017 gewählt und meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben","Bündnis Grünen",0
"664",1232," nicht gewählt, da die Altersgrenze für die Wahl 16 Jahre beträgt.","nicht",1
"665",1232," nicht bei der Bundestagswahl 2017 gewählt.","nicht",1
"666",1232," nicht gewählt.","nicht",1
"667",1234," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.","FDP",0
"668",1235," gewählt.

Ich habe 2017 die SPD gewählt.","SPD",0
"669",1235," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"670",1235," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Grünen gegeben.","Grünen",0
"671",1237," meine Stimme der Partei Bündnis 90/Die Grünen gegeben.","Bündnis Grünen",0
"672",1237," meine Zweitstimme der Partei Bündnis 90/Die Grünen gegeben.","Bündnis Grünen",0
"673",1239," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"674",1239," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"675",1242," meine Zweitstimme der AfD gegeben.","AfD",0
"676",1243," gewählt und meine Zweitstimme der [INSERT] Partei gegeben.","NA",0
"677",1243," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme ging an die FDP.","FDP",0
"678",1250," nicht gewählt.","nicht",1
"679",1251," Partei meine Zweitstimme gegeben.","NA",0
"680",1251," Partei meine Zweitstimme gegeben.","NA",0
"681",1251," mit meiner Erststimme gewählt und meine Zweitstimme der FDP gegeben.","Erststimme FDP",1
"682",1252," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"683",1253," Partei gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt","NA",0
"684",1253," 2017 gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"685",1258," tatsächlich gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"686",1258," gewählt und meine Zweitstimme der [INSERT] Partei gegeben.","NA",0
"687",1258," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"688",1258," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU gegeben.","CDU",0
"689",1260," nicht gewählt.","nicht",1
"690",1260," gewählt.","NA",0
"691",1270," gewählt. 

Ich habe mich für die CDU/CSU entschieden.","CDU/CSU",0
"692",1275," mit meiner Zweitstimme bei der Bundestagswahl 2017 gewählt.","NA",0
"693",1275," 2017 nicht gewählt, da ich unter 18 Jahre alt bin.","nicht",1
"694",1277," 2017 gewählt und meine Zweitstimme der Partei CDU/CSU gegeben.","CDU/CSU",0
"695",1277," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt und me","NA",0
"696",1283," mit meiner Erststimme und der Grünen mit meiner Zweitstimme gewählt.","Erststimme Grünen",1
"697",1283," meine Stimme für Die Grünen gegeben.","Grünen",0
"698",1284," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Kleinpartei [INSERT]","NA",0
"699",1285," gewählt.

Ich habe für die CDU/CSU meine Erststimme und für die","CDU/CSU Erststimme",1
"700",1285," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"701",1286," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"702",1292," bei der Bundestagswahl 2017 meine Erststimme der SPD gegeben und meine Zweitstimme der Gr","Erststimme SPD",1
"703",1292," gewählt.

Ich habe bei der Bundestagswahl 2017 für die Partei Bündnis","Bündnis",0
"704",1298," gewählt.

Ich habe meine Zweitstimme der Partei Bündnis 90/Die Gr","Bündnis",0
"705",1299," 2017 gewählt und meine Zweitstimme der Partei Die Grünen gegeben.","Grünen",0
"706",1299," nicht gewählt, da ich mich in Wahlen meistens enthalte.","nicht",1
"707",1299," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0
"708",1300," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Grünen gegeben","Grünen",0
"709",1300," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me","NA",0
"710",1300,"2017 weder meine Erst- noch meine Zweitstimme abgegeben.","NA",0
"711",1302," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU gegeben.","CDU",0
"712",1302," 2017 nicht gewählt.","nicht",1
"713",1304," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.","SPD",0
"714",1306," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU gegeben.","CDU",0
"715",1306," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"716",1307," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"717",1307," meine Zweitstimme der Partei CDU/CSU gegeben.","CDU/CSU",0
"718",1308," nicht gewählt.","nicht",1
"719",1308," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die SPD gegeben.","SPD",0
"720",1310," meiner Stimme nicht gegeben.","nicht",1
"721",1314," meine Zweitstimme der Partei [INSERT] gegeben.","NA",0
"722",1314," gewählt.

Ich habe 2017 meine Zweitstimme der Partei Bündnis 90/Die","Bündnis",0
"723",1319," 2017 gewählt und meine Zweitstimme der CDU/CSU gegeben.","CDU/CSU",0
"724",1319," an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei CDU/CSU ge","CDU/CSU",0
"725",1321," bei der Bundestagswahl 2017 nicht gewählt.","nicht",1
"726",1322," gewählt.

Ich habe bei der Bundestagswahl 2017 die CDU/CSU gewä","CDU/CSU",0
"727",1322," meine Zweitstimme der CDU/CSU gegeben.","CDU/CSU",0
"728",1323," gewählt. 

Ich habe 2017 bei der Bundestagswahl gewählt. Meine","NA",0
"729",1324," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"730",1328," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"731",1329," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme habe ich der Partei CD","NA",0
"732",1331," nicht gewählt.","nicht",1
"733",1331," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"734",1331," 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"735",1335," gewählt und meine Zweitstimme der Partei Die Linke erteilt.","Linke",0
"736",1336," gewählt.

Grundsätzlich ist es schwer zu sagen, welche Partei Sie","NA",0
"737",1337," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Grünen ge","Grünen",0
"738",1337," meine Zweitstimme der Grünen Partei gegeben.","Grünen",0
"739",1346," gewählt.

Ich habe 2017 bei der Bundestagswahl meine Stimme der Partei Bü","NA",0
"740",1347," gewählt.

Ich habe die FDP gewählt.","FDP",0
"741",1348," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.","FDP",0
"742",1349," meine Zweitstimme der Union (CDU/CSU) gegeben.","Union CDU/CSU",0
"743",1349," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"744",1351," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"745",1351," bei der Bundestagswahl 2017 meine Zweitstimme der Partei Bündnis 90/Die Grünen ge","Bündnis Grünen",0
"746",1351," bei der Bundestagswahl 2017 nicht gewählt.","nicht",1
"747",1354," 2017 bei der Bundestagswahl gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"748",1356," meine Stimme der CDU/CSU gegeben.","CDU/CSU",0
"749",1362," meine Stimme der CDU/CSU gegeben.","CDU/CSU",0
"750",1365," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.","NA",0
"751",1365," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Partei Die Grünen","Grünen",0
"752",1366," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.","SPD",0
"753",1371," meinen Wahlzettel noch nicht ausgefüllt.","nicht",1
"754",1378," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"755",1378," [PARTY] gewählt.","NA",0
"756",1378," 2017 gewählt und meine Zweitstimme an die Grünen gegeben.","Grünen",0
"757",1378," gewählt.

Ich habe bei der Bundestagswahl 2017 für die CDU meine Erst","CDU",0
"758",1379," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Union (CDU/CSU","Union CDU/CSU",0
"759",1379," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"760",1384," mit meiner Erststimme und meiner Zweitstimme gewählt.","Erststimme",1
"761",1384," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"762",1397," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"763",1402," meine Zweitstimme der CDU/CSU gegeben.","CDU/CSU",0
"764",1403," meine Stimme der linke Partei gegeben.","linke",0
"765",1403," zur Bundestagswahl 2017 meine Stimme abgegeben und meine Zweitstimme der SPD gegeben.","SPD",0
"766",1404," meine Erststimme Partei Bündnis 90/Die Grünen gegeben und meine Zweitstimme der","Erststimme Bündnis Grünen",1
"767",1405," nicht gewählt.","nicht",1
"768",1406," nicht gewählt.","nicht",1
"769",1407," nicht gewählt.","nicht",1
"770",1409," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge","NA",0
"771",1409," bei der Bundestagswahl 2017 gewählt. Ich habe meine Zweitstimme der CDU gege","CDU",0
"772",1414," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Union (CDU/CSU","Union CDU/CSU",0
"773",1414," nicht gewählt.","nicht",1
"774",1417," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"775",1418," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"776",1418," bei der Bundestagswahl 2017 meine Stimme abgegeben und ich habe meine Zweitstimme der","NA",0
"777",1419," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"778",1419," 2017 gewählt und meine Zweitstimme der Grünen-Partei gegeben.","Grünen",0
"779",1419," an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Grünen Partei gegeben","Grünen",0
"780",1419," gewählt.

Ich habe 2017 für die SPD gewählt.","SPD",0
"781",1421," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"782",1425," gewählt. 

Ich habe bei der Bundestagswahl 2017 gewählt und meine","NA",0
"783",1425," gewählt.

Ja, ich habe 2017 bei der Bundestagswahl 2017 gewählt.","NA",0
"784",1428," bei der Bundestagswahl 2017 meine Stimme gegeben. Meine Erststimme ging an die SPD und me","Erststimme SPD",1
"785",1428," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"786",1430," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"787",1431," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU","CDU/CSU",0
"788",1432," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"789",1433," gewählt und meine Zweitstimme der Partei SPD gegeben.","SPD",0
"790",1434," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme gegeben an die Partei [","NA",0
"791",1434," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der [INSERT] Partei ge","NA",0
"792",1436," gewählt und meiner Zweitstimme Die Linke gegeben.","Linke",0
"793",1437," meine Erststimme der Partei Die Linke und meine Zweitstimme der Grünen gegeben.","Erststimme Linke Grünen",1
"794",1444," nicht gewählt.","nicht",1
"795",1445," bei der Bundestagswahl 2017 gewählt und habe meine Zweitstimme der Partei Bünd","NA",0
"796",1452," gewählt und meine Zweitstimme der PARTEI DIE LINKE gegeben.","LINKE",0
"797",1452," sowohl meine Erst- als auch meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"798",1454," bei der Bundestagswahl 2017 meine Zweitstimme der Grünen Partei gegeben.","Grünen",0
"799",1458,"2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.","NA",0
"800",1458," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"801",1458," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme wurde der Kleinpartei ge","NA",0
"802",1460," bei der Bundestagswahl 2017 gewählt. Ich habewahrscheinlich meiner Zweitstim","NA",0
"803",1460," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.","SPD",0
"804",1462," meine Zweitstimme Der Partei Die Linke gegeben.","Linke",0
"805",1463," meine Stimme der Partei Die Linke gegeben.","Linke",0
"806",1467," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"807",1470," bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme gab ich der AfD.","AfD",0
"808",1470," gewählt.

Ich habe weder bei der Bundestagswahl 2017 noch bei anderen z","NA",0
"809",1470," gewählt.

Ich habe meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"810",1475," gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"811",1476," der Partei Die Linke meine Zweitstimme gegeben.","Linke",0
"812",1478," 2017 gewählt und meine Zweitstimme der [INSERT] Partei gegeben.","NA",0
"813",1478," 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.","NA",0
"814",1481," meine Zweitstimme der Partei Die Grünen gegeben.","Grünen",0
"815",1482," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"816",1482," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"817",1482," an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei Bündnis 90/","Bündnis",0
"818",1483," für die CDU/CSU und meine Zweitstimme für die [INSERT] Partei gegeben.","CDU/CSU",0
"819",1483," gewählt und meine Zweitstimme der CDU/CSU gegeben.","CDU/CSU",0
"820",1486," bei der Bundestagswahl 2017 meine Stimme abgegeben - Ich habe meine Erststimme für Die","Erststimme",1
"821",1490," bei der Bundestagswahl 2017 meine Stimme abgegeben.","NA",0
"822",1490," bei der Bundestagswahl 2017 gewählt. Meine Zweitstimme ging an die CDU.","CDU",0
"823",1490," bei der Bundestagswahl 2017 meine Stimme abgegeben.","NA",0
"824",1490," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0
"825",1492," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"826",1494," Partei meine Zweitstimme gegeben.","NA",0
"827",1495," 2017 gewählt und meine Zweitstimme der Partei [INSERT] gegeben.","NA",0
"828",1495," nicht gewählt.","nicht",1
"829",1495," an der Bundestagswahl 2017 teilgenommen und meine Zweitstimme der Partei die Linke gegeben","Linke",0
"830",1495," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0
"831",1500," bei der Bundestagswahl 2017 nicht gewählt.","nicht",1
"832",1502," gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"833",1504," bei der Bundestagswahl 2017 nicht gewählt.","nicht",1
"834",1504," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"835",1505," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"836",1510," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"837",1512," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der LINKEN gegeben.","LINKEN",0
"838",1512," 2017 gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"839",1514," gewählt.

Ich habe bei der Bundestagswahl 2017 die SPD mit meiner Erststimme","SPD Erststimme",1
"840",1514," gewählt.

Ich habe 2017 die SPD gewählt und meine Zweitstimme der Link","SPD",0
"841",1516," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"842",1516," nicht gewählt.","nicht",1
"843",1520," meine Zweitstimme der [Bündnis 90/Die Grünen] gegeben.","Bündnis Grünen",0
"844",1521," 2017 meine Stimme der CDU/CSU gegeben und meine Zweitstimme der FDP gegeben.","CDU/CSU FDP",1
"845",1522," gewählt.

Ich habe 2017 meine Zweitstimme der AfD gegeben.","AfD",0
"846",1524," gewählt.

Ich habe 2017 meine Stimme der CDU/CSU gegeben.","CDU/CSU",0
"847",1527," mit meiner Zweitstimme gewählt.","NA",0
"848",1527," nicht gewählt.","nicht",1
"849",1528," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"850",1529," bei der Bundestagswahl 2017 meine Stimme der Partei Die Linke gewidmet, da ich mit ih","Linke",0
"851",1530," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"852",1531," 2017 gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"853",1531," gewählt.

Ich habe meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"854",1532," 2017 gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"855",1536," gewählt und meine Zweitstimme der Piratenpartei gegeben.","NA",0
"856",1537," 2017 bei der Bundestagswahl gewählt. Meine Zweitstimme habe ich der Partei CD","NA",0
"857",1545," gewählt und meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"858",1545," meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"859",1545," 2017 nicht gewählt.","nicht",1
"860",1549," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"861",1549," bei der Bundestagswahl 2017 meine Stimme abgegeben und meine Zweitstimme der Partei Die Lin","NA",0
"862",1551," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"863",1553," Partei meine Zweitstimme gegeben.","NA",0
"864",1556," für meine Zweitstimme abgestimmt.","NA",0
"865",1556," bei der Bundestagswahl 2017 meine Stimme der FDP gegeben.","FDP",0
"866",1564," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Linkspartei gegeben.","Linkspartei",0
"867",1564," vom Bundestag im Jahr 2017 nicht gewählt.","nicht",1
"868",1567," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"869",1570," nicht gewählt, da die Wählerregistrierung bis drei Tage vor der Wahl abges","nicht",1
"870",1576," bei der Bundestagswahl 2017 meine Zweitstimme der Partei ""Die Linke"" gegeben.","Linke",0
"871",1577," im Jahr 2017 gewählt und meine Zweitstimme der Partei Die Partei gegeben.","NA",0
"872",1579," 2017 meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"873",1579," gewählt. 

Es kommt darauf an, welcher Partei Sie Ihre Erststim","NA",0
"874",1579," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei „Die Linke","Linke",0
"875",1584," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"876",1586," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"877",1588," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"878",1588," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Bündnis 90","Bündnis",0
"879",1588," bei der Bundestagswahl 2017 meine Zweitstimme der Partei Bündnis 90/Die Grünen ge","Bündnis Grünen",0
"880",1589," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"881",1595," gewählt.

Ja, ich habe bei der Bundestagswahl 2017 gewählt. Me","NA",0
"882",1599," 2017 gewählt und meine Zweitstimme der AfD gegeben.","AfD",0
"883",1600," meine Stimme bei der Bundestagswahl 2017 der SPD gegeben. Ich habe auch meine Zweitstim","SPD",0
"884",1602," bei der Bundestagswahl 2017 meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"885",1602," meine Zweitstimme der Partei Die Linke gegeben.","Linke",0
"886",1603," in der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei CDU/CSU ge","CDU/CSU",0
"887",1603," die DuPartei gewählt.","NA",0
"888",1613," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der CDU/CSU gege","CDU/CSU",0
"889",1633," meine Stimme der Partei Die Linke gegeben.","Linke",0
"890",1635," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"891",1637," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die SPD gegeben.","SPD",0
"892",1638," gewählt und meine Stimme an die CDU/CSU abgegeben.","CDU/CSU",0
"893",1639," beide Stimmen der CDU/CSU gegeben.","CDU/CSU",0
"894",1647," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme an die Partei Die Linke ge","Linke",0
"895",1647," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"896",1651," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"897",1655," bei der bundestagswahl 2017 gewählt und meine Zweitstimme der AfD gegeben.","AfD",0
"898",1655," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"899",1655," gewählt.","NA",0
"900",1655," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0
"901",1655," gewählt.

Ich habe bei der Bundestagswahl 2017 meine Stimme der Partei ""Die","NA",0
"902",1657," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der FDP gegeben.","FDP",0
"903",1662," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"904",1662," nicht gewählt.","nicht",1
"905",1676," nicht gewählt.","nicht",1
"906",1676," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der rechtskonservat","NA",0
"907",1677," gewählt.

Ich habe 2017 die Die Linke gewählt.","Linke",0
"908",1678," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"909",1678," 2017 gewählt. Meine Zweitstimme habe ich der CDU/CSU gegeben.","CDU/CSU",0
"910",1684," gewählt.

Ich habe 2017 die Linke gewählt.","Linke",0
"911",1684," gewählt und meine Zweitstimme der Partei [INSERT] gegeben.","NA",0
"912",1684," für die Bundestagswahl 2017 gewählt. Ich habe meine Zweitstimme der Partei Das Fre","NA",0
"913",1685,"2017 bei der Bundestagswahl gewählt und meine Zweitstimme der CDU gegeben.","CDU",0
"914",1685," 2017 gewählt und meine Zweitstimme der CDU/CSU gegeben.","CDU/CSU",0
"915",1687," 2017 meine Zweitstimme der Partei AfD gegeben.","AfD",0
"916",1688," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"917",1692," meine Stimme bei der Bundestagswahl 2017 der SPD gegeben und meine Zweitstimme der Linken ge","SPD Linken",1
"918",1694," nicht gewählt.","nicht",1
"919",1697," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der AfD gegeben.","AfD",0
"920",1697," nicht gewählt.","nicht",1
"921",1698," bei der Bundestagswahl 2017 gewählt. Ich habe meine Zweitstimme der [INSERT]","NA",0
"922",1702," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei SPD gegeben.","SPD",0
"923",1703," gewählt.

Ich habe bei der Bundestagswahl 2017 die SPD gewählt und me","SPD",0
"924",1704," nicht gewählt.","nicht",1
"925",1705," gewählt und meine Zweitstimme der [INSERT] Partei gegeben.","NA",0
"926",1709," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"927",1712," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei Die Linke gege","Linke",0
"928",1713," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der SPD gegeben.","SPD",0
"929",1714,"2017[INSERT] gewählt und meine Zweitstimme der CDU/CSU gegeben.","CDU/CSU",0
"930",1723," bei der Bundestagswahl 2017 gewählt und meine Erststimme an die CDU und meine Zwe","Erststimme CDU",1
"931",1724," bei der Bundestagswahl 2017 gewählt und meine Zweitstimme der Partei [INSERT] ge","NA",0
"932",1724," gewählt, aber keine Zweitstimme abgegeben.","NA",0
